name,link,rating
Gopeng Lai Fun,/Restaurant_Review-g298298-d8005524-Reviews-Gopeng_Lai_Fun-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Sakae Sushi,/Restaurant_Review-g298298-d11932255-Reviews-Sakae_Sushi-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Nasi Kandar Md Arifix,/Restaurant_Review-g298298-d12918607-Reviews-Nasi_Kandar_Md_Arifix-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Restoran Nasi Vanggey,/Restaurant_Review-g298298-d13001594-Reviews-Restoran_Nasi_Vanggey-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Vintage Coffee and Bread,/Restaurant_Review-g298298-d13196811-Reviews-Vintage_Coffee_and_Bread-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Gerai Nasi Goreng Udang,/Restaurant_Review-g298298-d7315982-Reviews-Gerai_Nasi_Goreng_Udang-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Yeop's Kitchen,/Restaurant_Review-g298298-d11918652-Reviews-Yeop_s_Kitchen-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Kedai Kopi Kwong Hong,/Restaurant_Review-g298298-d13315156-Reviews-Kedai_Kopi_Kwong_Hong-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Cathay Mee Stall,/Restaurant_Review-g298298-d10435558-Reviews-Cathay_Mee_Stall-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Restaurant Teochiew Ipoh,/Restaurant_Review-g298298-d9602748-Reviews-Restaurant_Teochiew_Ipoh-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Ong Kee Bean Sprouts,/Restaurant_Review-g298298-d13238124-Reviews-Ong_Kee_Bean_Sprouts-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Thin Hei Vegetarian Restaurant,/Restaurant_Review-g298298-d3158446-Reviews-Thin_Hei_Vegetarian_Restaurant-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Mu Bar,/Restaurant_Review-g298298-d12300243-Reviews-Mu_Bar-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Hillcity Restaurant Sdn. Bhd.,/Restaurant_Review-g298298-d2512841-Reviews-Hillcity_Restaurant_Sdn_Bhd-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Something's Brewing,/Restaurant_Review-g298298-d7259741-Reviews-Something_s_Brewing-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Kong Gu Kai@Tsg_Snow Beer,/Restaurant_Review-g298298-d5849800-Reviews-Kong_Gu_Kai_Tsg_Snow_Beer-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Medan Selera Man U,/Restaurant_Review-g298298-d1161430-Reviews-Medan_Selera_Man_U-Ipoh_Kinta_District_Perak.html,2 of 5 bubbles
My Elephant,/Restaurant_Review-g298298-d10359472-Reviews-My_Elephant-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Gui Ling Tong,/Restaurant_Review-g298298-d9779108-Reviews-Gui_Ling_Tong-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Souper Tang,/Restaurant_Review-g298298-d12093325-Reviews-Souper_Tang-Ipoh_Kinta_District_Perak.html,2.5 of 5 bubbles
Mee Kicap Mat Jasak,/Restaurant_Review-g298298-d1231558-Reviews-Mee_Kicap_Mat_Jasak-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
OIC Cafe,/Restaurant_Review-g298298-d6557075-Reviews-OIC_Cafe-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Bar.Racuda Restaurant & Bar,/Restaurant_Review-g298298-d5431976-Reviews-Bar_Racuda_Restaurant_Bar-Ipoh_Kinta_District_Perak.html,2.5 of 5 bubbles
Kim Bali,/Restaurant_Review-g298298-d1068372-Reviews-Kim_Bali-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Eurasia Cafe,/Restaurant_Review-g298298-d8863535-Reviews-Eurasia_Cafe-Ipoh_Kinta_District_Perak.html,2.5 of 5 bubbles
Lanna Thai Restaurant,/Restaurant_Review-g298298-d10756383-Reviews-Lanna_Thai_Restaurant-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Le Maison Cafe,/Restaurant_Review-g298298-d10196355-Reviews-Le_Maison_Cafe-Ipoh_Kinta_District_Perak.html,2.5 of 5 bubbles
Second Mama Red Bean Ice,/Restaurant_Review-g298298-d12692446-Reviews-Second_Mama_Red_Bean_Ice-Ipoh_Kinta_District_Perak.html,2.5 of 5 bubbles
Check In Kitchen & Bar,/Restaurant_Review-g298298-d8621277-Reviews-Check_In_Kitchen_Bar-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Boat Noodle,/Restaurant_Review-g298298-d13991540-Reviews-Boat_Noodle-Ipoh_Kinta_District_Perak.html,2 of 5 bubbles
Up & up restaurant,/Restaurant_Review-g298298-d11779059-Reviews-Up_up_restaurant-Ipoh_Kinta_District_Perak.html,2.5 of 5 bubbles
TakeTsuru Japanese Dining,/Restaurant_Review-g298298-d8672751-Reviews-TakeTsuru_Japanese_Dining-Ipoh_Kinta_District_Perak.html,2.5 of 5 bubbles
Harold's Bread Old Town,/Restaurant_Review-g298298-d5972998-Reviews-Harold_s_Bread_Old_Town-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
ASSAM HOUSE Restaurant,/Restaurant_Review-g298298-d10693364-Reviews-ASSAM_HOUSE_Restaurant-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Se7en Box Cafe,/Restaurant_Review-g298298-d7608461-Reviews-Se7en_Box_Cafe-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Nellis Deli,/Restaurant_Review-g298298-d9808706-Reviews-Nellis_Deli-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Pizza Hut Tambun,/Restaurant_Review-g298298-d5432233-Reviews-Pizza_Hut_Tambun-Ipoh_Kinta_District_Perak.html,1 of 5 bubbles
Windmill Restaurant Aeon Klebang,/Restaurant_Review-g298298-d9829751-Reviews-Windmill_Restaurant_Aeon_Klebang-Ipoh_Kinta_District_Perak.html,2 of 5 bubbles
Kedai Makanan & Minuman Sri Mahkota,/Restaurant_Review-g298298-d13370587-Reviews-Kedai_Makanan_Minuman_Sri_Mahkota-Ipoh_Kinta_District_Perak.html,1 of 5 bubbles
Warteg,/Restaurant_Review-g298298-d12604430-Reviews-Warteg-Ipoh_Kinta_District_Perak.html,1 of 5 bubbles
Restaurant Lou Leong,/Restaurant_Review-g298298-d4044903-Reviews-Restaurant_Lou_Leong-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
"Tutti Frutti Medan Gopeng,Ipoh",/Restaurant_Review-g298298-d5859112-Reviews-Tutti_Frutti_Medan_Gopeng_Ipoh-Ipoh_Kinta_District_Perak.html,1.5 of 5 bubbles
Pizza Hut Ipoh Kinta City,/Restaurant_Review-g298298-d5432358-Reviews-Pizza_Hut_Ipoh_Kinta_City-Ipoh_Kinta_District_Perak.html,2 of 5 bubbles
Super Taste Steamboat Restaurant,/Restaurant_Review-g298298-d2479631-Reviews-Super_Taste_Steamboat_Restaurant-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Mcdonald's,/Restaurant_Review-g298298-d5431928-Reviews-Mcdonald_s-Ipoh_Kinta_District_Perak.html,2 of 5 bubbles
Secret Garden,/Restaurant_Review-g298298-d9609161-Reviews-Secret_Garden-Ipoh_Kinta_District_Perak.html,2.5 of 5 bubbles
Ben & Lynette,/Restaurant_Review-g298298-d7039506-Reviews-Ben_Lynette-Ipoh_Kinta_District_Perak.html,2.5 of 5 bubbles
Yeolde English,/Restaurant_Review-g298298-d5432345-Reviews-Yeolde_English-Ipoh_Kinta_District_Perak.html,2 of 5 bubbles
Bella Zia Sdn Bhd,/Restaurant_Review-g298298-d12567940-Reviews-Bella_Zia_Sdn_Bhd-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Spicy Hotpot Restaurant,/Restaurant_Review-g298298-d10372988-Reviews-Spicy_Hotpot_Restaurant-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Restoran Botani Dim Sum,/Restaurant_Review-g298298-d13481619-Reviews-Restoran_Botani_Dim_Sum-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
